,Player,Match_played,Starts,Minutes_played,Gls,Ast,Shots,shots_on_target,goals_per_shot,goals_per_shot_on_target,non_penalty_goals,penalty_goal,CrdY,CrdR,pass_comp,pass_attempt,pass_comp%,tackles_made,successful_tackles,Blocks,interceptions,clearence,Err,Touches,successful_dribbles,dribbles_attempted,successful_dribbles%,fouls_commited,fouls_drawn,offside,crosses,penalty_kick_won,penalty_kick_conceded,own_goal,aerial_duo_won,aerial_duo_lost,Pos,Age,Club_country,Club,Team
0,Emiliano Martínez,7,7,690,0,0,0,0,,,0,0,1,0,120,187,64.2,0,0,0,0,4,0,196,0,0,,0,1,0,0,0,0,0,2,0,GK,29,eng,Aston Villa,Argentina
1,Lionel Messi,7,7,690,7,3,27,13,0.11,0.23,3,4,1,0,300,371,80.9,5,3,2,0,0,0,462,15,34,44.1,10,22,3,20,1,0,0,2,7,FW,34,fr,Paris S-G,Argentina
2,Nicolás Otamendi,7,7,690,0,1,1,0,0,,0,0,2,0,532,577,92.2,10,6,6,9,24,0,641,0,0,,13,5,1,0,0,1,0,21,13,DF,34,pt,Benfica,Argentina
3,Rodrigo De Paul,7,7,599,0,0,7,3,0,0,0,0,0,0,470,562,83.6,11,6,8,7,3,0,626,1,10,10,7,15,0,12,0,0,0,2,3,MF,28,es,Atlético Madrid,Argentina
4,Nahuel Molina,7,6,567,1,1,2,1,0.5,1,1,0,0,0,291,358,81.3,8,4,7,3,11,0,405,1,2,50,3,0,1,6,0,0,0,0,6,DF,24,es,Atlético Madrid,Argentina
5,Alexis Mac Allister,6,6,550,1,1,7,4,0.14,0.25,1,0,0,0,234,265,88.3,9,4,13,3,6,0,332,4,9,44.4,1,13,0,1,0,0,0,5,13,MF,23,eng,Brighton,Argentina
6,Cristian Romero,7,6,547,0,0,0,0,,,0,0,2,0,337,375,89.9,5,3,6,4,26,0,425,1,1,100,12,3,0,0,0,0,0,12,8,DF,24,eng,Tottenham,Argentina
7,Enzo Fernández,7,5,564,1,1,8,3,0.13,0.33,1,0,1,0,412,471,87.5,22,15,7,3,7,0,535,3,6,50,7,6,0,2,0,0,1,9,3,MF,21,pt,Benfica,Argentina
8,Julián Álvarez,7,5,464,4,0,11,8,0.36,0.5,4,0,0,0,93,121,76.9,4,2,8,0,3,0,176,0,4,0,13,2,5,3,1,0,0,2,9,FW,22,eng,Manchester City,Argentina
9,Marcos Acuña,6,4,373,0,0,2,0,0,,0,0,3,0,167,217,77,12,8,8,2,9,0,271,2,8,25,9,9,0,17,1,0,0,5,7,DF,30,es,Sevilla,Argentina
10,Ángel Di María,5,4,288,1,1,6,3,0.17,0.33,1,0,0,0,129,167,77.2,3,1,3,1,0,0,203,13,28,46.4,0,7,5,27,1,0,0,0,1,FW,34,it,Juventus,Argentina
11,Nicolás Tagliafico,6,3,373,0,0,3,1,0,0,0,0,0,0,146,179,81.6,7,7,9,9,9,0,220,0,2,0,6,6,1,1,0,0,0,4,1,DF,29,fr,Lyon,Argentina
12,Lisandro Martínez,5,2,303,0,0,1,0,0,,0,0,1,0,133,156,85.3,6,2,3,3,14,0,188,0,1,0,2,3,0,1,0,0,0,3,3,DF,24,eng,Manchester Utd,Argentina
13,Lautaro Martínez,6,2,241,0,0,14,4,0,0,0,0,0,0,47,63,74.6,0,0,1,1,0,0,99,2,5,40,1,5,5,0,0,0,0,6,6,FW,24,it,Inter,Argentina
14,Leandro Paredes,5,2,225,0,0,1,1,0,0,0,0,2,0,230,246,93.5,10,4,0,3,4,0,270,0,1,0,6,5,0,0,1,0,0,4,0,MF,27,it,Juventus,Argentina
15,Papu Gómez,2,2,107,0,0,2,0,0,,0,0,0,0,53,60,88.3,2,0,1,1,0,0,69,1,2,50,1,5,1,1,0,0,0,1,0,MF,34,es,Sevilla,Argentina
16,Gonzalo Montiel,4,1,118,0,0,1,0,0,,0,0,3,0,69,81,85.2,3,2,1,1,1,0,95,0,1,0,4,2,1,3,0,1,0,1,2,DF,25,es,Sevilla,Argentina
17,Guido Rodríguez,1,1,56,0,0,0,0,,,0,0,0,0,54,64,84.4,2,0,1,0,1,0,68,0,0,,0,0,0,0,0,0,0,1,0,MF,28,es,Betis,Argentina
18,Germán Pezzella,3,0,60,0,0,1,0,0,,0,0,1,0,42,45,93.3,0,0,0,0,0,0,47,0,0,,2,2,0,0,0,0,0,0,6,DF,30,es,Betis,Argentina
19,Exequiel Palacios,3,0,50,0,0,1,0,0,,0,0,0,0,25,28,89.3,0,0,0,2,1,0,34,0,1,0,2,3,0,0,0,0,0,0,1,"MF,DF",23,de,Leverkusen,Argentina
20,Paulo Dybala,2,0,18,0,0,0,0,,,0,0,0,0,8,12,66.7,3,1,0,0,1,0,20,1,2,50,1,0,0,0,0,0,0,3,1,FW,28,it,Roma,Argentina
21,Thiago Almada,1,0,7,0,0,0,0,,,0,0,0,0,13,13,100,0,0,0,0,0,0,15,0,0,,0,0,0,0,0,0,0,0,0,MF,21,us,Atlanta Utd,Argentina
22,Ángel Correa,1,0,5,0,0,0,0,,,0,0,0,0,3,3,100,1,1,0,0,1,0,6,0,0,,0,1,0,0,0,0,0,0,0,MF,27,es,Atlético Madrid,Argentina
23,Juan Foyth,1,0,5,0,0,0,0,,,0,0,0,0,3,4,75,0,0,0,0,0,0,5,1,1,100,0,0,0,0,0,0,0,0,0,DF,24,es,Villarreal,Argentina
24,Aurélien Tchouaméni,7,7,621,1,0,6,2,0.17,0.5,1,0,1,0,424,474,89.5,11,4,3,14,6,0,532,3,5,60,8,10,0,3,0,1,0,5,2,MF,22,es,Real Madrid,France
25,Kylian Mbappé,7,6,598,8,2,29,11,0.21,0.55,6,2,0,0,173,229,75.5,0,0,0,0,0,0,322,25,52,48.1,7,7,6,25,0,0,0,1,4,FW,23,fr,Paris S-G,France
26,Hugo Lloris,6,6,570,0,0,0,0,,,0,0,0,0,110,182,60.4,0,0,0,0,3,0,202,0,0,,0,1,0,0,0,0,0,3,0,GK,35,eng,Tottenham,France
27,Antoine Griezmann,7,6,537,0,3,6,2,0,0,0,0,1,0,258,329,78.4,14,8,8,8,7,0,384,4,10,40,3,9,3,40,0,0,0,5,4,MF,31,es,Atlético Madrid,France
28,Raphaël Varane,6,6,518,0,0,3,0,0,,0,0,0,0,256,286,89.5,1,0,4,6,15,0,321,1,1,100,1,1,1,1,0,0,0,4,5,DF,29,eng,Manchester Utd,France
29,Ousmane Dembélé,7,6,433,0,2,8,2,0,0,0,0,1,0,145,192,75.5,11,6,3,2,0,0,244,9,23,39.1,6,3,2,19,0,1,0,2,1,FW,25,es,Barcelona,France
30,Olivier Giroud,6,6,419,4,0,16,6,0.25,0.67,4,0,1,0,48,74,64.9,1,0,1,1,5,0,111,0,0,,2,4,3,0,0,0,0,19,13,FW,35,it,Milan,France
31,Theo Hernández,6,5,508,1,2,5,2,0.2,0.5,1,0,1,0,289,339,85.3,16,13,5,4,8,1,386,2,5,40,6,13,0,13,0,1,0,8,4,DF,24,it,Milan,France
32,Adrien Rabiot,6,5,483,1,1,9,4,0.11,0.25,1,0,1,0,237,284,83.5,12,9,12,10,6,0,352,2,5,40,10,4,0,7,0,0,0,15,8,MF,27,it,Juventus,France
33,Jules Koundé,6,5,480,0,0,4,1,0,0,0,0,1,0,252,311,81,11,8,7,5,8,0,352,3,4,75,5,2,0,2,0,0,0,5,8,DF,23,es,Barcelona,France
34,Dayot Upamecano,5,5,480,0,0,1,0,0,,0,0,0,0,314,351,89.5,11,7,5,6,13,0,395,0,0,,4,3,0,0,0,1,0,7,7,DF,23,de,Bayern Munich,France
35,Ibrahima Konaté,5,3,294,0,0,2,1,0,0,0,0,0,0,215,235,91.5,15,6,5,7,16,0,278,0,0,,2,4,0,1,0,0,0,5,1,DF,23,eng,Liverpool,France
36,Youssouf Fofana,6,2,227,0,0,4,0,0,,0,0,0,0,96,112,85.7,8,5,6,3,0,0,138,2,2,100,3,1,0,0,0,0,0,1,1,MF,23,fr,Monaco,France
37,Randal Kolo Muani,3,1,182,1,0,4,2,0.25,0.5,1,0,0,0,25,43,58.1,7,5,1,1,1,0,75,3,10,30,4,5,0,1,1,0,0,9,5,FW,23,de,Eint Frankfurt,France
38,Kingsley Coman,6,1,169,0,0,1,0,0,,0,0,0,0,56,72,77.8,3,2,3,2,1,0,102,6,11,54.5,1,2,0,13,0,0,0,2,4,"FW,MF",26,de,Bayern Munich,France
39,Eduardo Camavinga,2,1,140,0,0,0,0,,,0,0,0,0,88,101,87.1,14,9,4,3,6,0,141,1,6,16.7,2,8,0,2,0,0,0,2,0,DF,19,es,Real Madrid,France
40,Axel Disasi,3,1,92,0,0,1,0,0,,0,0,0,0,61,78,78.2,3,2,0,3,4,0,91,1,2,50,0,1,0,2,0,0,0,4,0,DF,24,fr,Monaco,France
41,Steve Mandanda,1,1,90,0,0,0,0,,,0,0,0,0,19,31,61.3,0,0,0,0,0,0,32,0,0,,0,0,0,0,0,0,0,0,0,GK,37,fr,Rennes,France
42,Benjamin Pavard,1,1,88,0,0,0,0,,,0,0,0,0,82,90,91.1,0,0,3,1,0,0,94,0,0,,0,0,0,1,0,0,0,0,0,DF,26,de,Bayern Munich,France
43,Mattéo Guendouzi,1,1,78,0,0,0,0,,,0,0,0,0,27,33,81.8,1,1,0,0,0,0,37,0,0,,0,1,0,0,0,0,0,1,0,"FW,MF",23,fr,Marseille,France
44,Jordan Veretout,1,1,62,0,0,0,0,,,0,0,0,0,33,36,91.7,2,0,0,0,2,0,43,0,0,,2,0,0,0,0,0,0,0,2,MF,29,fr,Marseille,France
45,Lucas Hernández,1,1,12,0,0,0,0,,,0,0,0,0,5,10,50,1,1,0,0,0,0,10,0,0,,0,0,0,1,0,0,0,0,0,DF,26,de,Bayern Munich,France
46,Marcus Thuram,5,0,151,0,2,1,0,0,,0,0,1,0,27,40,67.5,3,2,2,0,2,0,74,6,12,50,3,5,1,1,0,0,0,8,9,"FW,MF",24,de,M'Gladbach,France
47,William Saliba,1,0,28,0,0,0,0,,,0,0,0,0,37,37,100,0,0,1,0,0,0,38,1,1,100,0,1,0,0,0,0,0,0,0,DF,21,eng,Arsenal,France
48,Joško Gvardiol,7,7,690,1,0,2,1,0.5,1,1,0,0,0,464,519,89.4,9,6,8,11,37,0,602,1,2,50,8,6,0,1,0,0,0,3,5,DF,20,de,RB Leipzig,Croatia
49,Dominik Livaković,7,7,690,0,0,0,0,,,0,0,1,0,194,228,85.1,0,0,0,0,0,0,245,0,0,,1,0,0,0,0,1,0,1,0,GK,27,hr,Dinamo Zagreb,Croatia
50,Ivan Perišić,7,7,669,1,3,16,4,0.06,0.25,1,0,0,0,202,292,69.2,7,4,9,7,12,0,378,6,13,46.2,10,0,3,27,0,0,0,17,14,"FW,DF",33,eng,Tottenham,Croatia
51,Luka Modrić,7,7,653,0,0,6,4,0,0,0,0,1,0,465,551,84.4,16,10,4,10,3,0,613,6,16,37.5,13,15,1,33,0,0,0,3,4,MF,36,es,Real Madrid,Croatia
52,Mateo Kovačić,7,7,635,0,0,3,1,0,0,0,0,2,0,415,460,90.2,24,17,4,4,5,0,524,11,20,55,3,11,0,3,0,0,0,4,2,MF,28,eng,Chelsea,Croatia
53,Andrej Kramarić,7,7,474,2,0,10,4,0.2,0.5,2,0,0,0,153,176,86.9,3,2,6,0,0,0,215,4,8,50,1,4,2,6,0,0,0,0,4,"FW,MF",30,de,Hoffenheim,Croatia
54,Josip Juranović,6,6,600,0,1,1,0,0,,0,0,0,0,318,405,78.5,12,8,5,3,15,0,461,1,4,25,1,6,0,24,0,0,0,2,4,DF,26,sct,Celtic,Croatia
55,Dejan Lovren,6,6,600,0,1,4,0,0,,0,0,1,0,405,460,88,7,2,7,6,29,0,516,0,0,,2,5,1,3,0,0,0,17,6,DF,32,ru,Zenit,Croatia
56,Marcelo Brozović,6,6,552,0,0,4,2,0,0,0,0,1,0,466,530,87.9,13,7,13,4,7,0,594,3,8,37.5,12,11,0,4,0,0,0,6,4,MF,29,it,Inter,Croatia
57,Borna Sosa,5,5,424,0,0,2,0,0,,0,0,0,0,220,278,79.1,14,6,4,2,18,0,336,2,4,50,4,2,0,21,0,0,0,4,4,DF,24,de,Stuttgart,Croatia
58,Marko Livaja,6,3,241,1,1,6,4,0.17,0.25,1,0,0,0,35,58,60.3,2,2,1,1,1,0,83,0,2,0,6,3,1,1,0,0,0,4,5,FW,28,hr,Hajduk Split,Croatia
59,Mario Pašalić,7,2,271,0,0,3,0,0,,0,0,0,0,76,95,80,7,5,6,3,3,0,132,0,4,0,4,1,2,1,0,0,0,7,7,"FW,MF",27,it,Atalanta,Croatia
60,Bruno Petković,6,1,234,1,0,1,1,1,1,1,0,1,0,40,75,53.3,6,4,3,0,0,0,102,2,4,50,3,11,0,1,0,0,0,8,13,FW,27,hr,Dinamo Zagreb,Croatia
61,Nikola Vlašić,6,1,209,0,0,5,1,0,0,0,0,0,0,45,55,81.8,1,1,2,1,0,0,81,3,9,33.3,4,6,0,4,0,0,0,2,6,"FW,MF",24,it,Torino,Croatia
62,Mislav Oršić,6,1,162,1,2,9,2,0.11,0.5,1,0,0,0,40,54,74.1,3,3,2,0,1,0,81,1,3,33.3,3,0,1,4,0,0,0,0,0,FW,29,hr,Dinamo Zagreb,Croatia
63,Lovro Majer,7,1,130,1,0,4,2,0.25,0.5,1,0,0,0,78,98,79.6,3,1,1,0,2,0,122,0,2,0,5,3,0,8,0,0,0,0,0,"MF,FW",24,fr,Rennes,Croatia
64,Borna Barišić,1,1,120,0,0,1,0,0,,0,0,1,0,50,69,72.5,1,1,1,0,4,0,82,0,0,,5,2,0,11,0,0,0,6,2,DF,29,sct,Rangers,Croatia
65,Josip Stanišić,1,1,90,0,0,1,0,0,,0,0,0,0,36,49,73.5,3,3,0,1,0,0,56,0,0,,1,2,0,1,0,0,0,1,0,DF,22,de,Bayern Munich,Croatia
66,Josip Šutalo,1,1,90,0,0,0,0,,,0,0,0,0,62,66,93.9,0,0,1,0,5,0,73,0,0,,0,0,0,0,0,0,0,0,3,DF,22,hr,Dinamo Zagreb,Croatia
67,Ante Budimir,2,0,55,0,0,1,0,0,,0,0,0,0,2,5,40,1,1,0,0,1,0,12,0,0,,4,2,0,0,0,0,0,2,4,FW,30,es,Osasuna,Croatia
68,Kristijan Jakić,1,0,1,0,0,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,FW,25,de,Eint Frankfurt,Croatia
69,Sofyan Amrabat,7,7,660,0,0,1,0,0,,0,0,1,0,269,322,83.5,16,10,2,6,10,0,382,0,5,0,14,6,1,2,0,0,0,2,3,MF,25,it,Fiorentina,Morocco
70,Hakim Ziyech,7,7,635,1,1,10,2,0.1,0.5,1,0,0,0,211,306,69,10,7,10,10,4,1,391,12,29,41.4,12,7,2,30,0,0,0,3,6,FW,29,eng,Chelsea,Morocco
71,Achraf Hakimi,7,7,631,0,1,4,1,0,0,0,0,0,0,312,382,81.7,26,17,7,9,12,0,482,2,15,13.3,6,13,0,12,0,0,0,5,8,DF,23,fr,Paris S-G,Morocco
72,Youssef En-Nesyri,7,7,542,2,0,9,3,0.22,0.67,2,0,0,0,50,81,61.7,3,2,5,1,11,0,129,5,8,62.5,2,4,4,0,0,0,0,21,14,FW,25,es,Sevilla,Morocco
73,Sofiane Boufal,7,7,475,0,0,7,1,0,0,0,0,1,0,99,133,74.4,11,5,9,2,1,0,200,14,27,51.9,11,14,2,7,0,0,0,3,7,FW,28,fr,Angers,Morocco
74,Yassine Bounou,6,6,570,0,0,0,0,,,0,0,0,0,154,209,73.7,0,0,0,0,5,0,218,0,0,,0,1,0,0,0,0,0,1,0,GK,31,es,Sevilla,Morocco
75,Azzedine Ounahi,7,6,568,0,0,6,1,0,0,0,0,1,0,216,265,81.5,9,8,5,7,2,0,330,10,13,76.9,3,13,1,3,0,0,0,1,3,MF,22,fr,Angers,Morocco
76,Romain Saïss,6,6,466,1,0,1,1,1,1,1,0,1,0,159,199,79.9,5,2,3,3,30,1,247,1,2,50,4,0,2,1,0,0,0,7,0,DF,32,tr,Beşiktaş,Morocco
77,Noussair Mazraoui,5,5,365,0,0,4,2,0,0,0,0,0,0,98,121,81,14,9,6,1,16,0,176,1,5,20,3,1,1,2,0,0,0,1,3,DF,24,de,Bayern Munich,Morocco
78,Selim Amallah,7,4,409,0,0,2,0,0,,0,0,1,0,65,87,74.7,13,9,6,8,3,0,147,1,7,14.3,11,8,0,2,0,0,0,2,9,MF,25,be,Standard Liège,Morocco
79,Nayef Aguerd,4,4,353,0,0,1,0,0,,0,0,0,0,137,158,86.7,4,2,3,4,12,0,184,0,0,,2,0,1,0,0,0,1,5,2,DF,26,eng,West Ham,Morocco
80,Jawad El Yamiq,6,3,309,0,0,2,1,0,0,0,0,0,0,146,164,89,4,2,6,5,17,0,202,0,0,,1,4,0,0,0,0,0,6,1,DF,30,es,Valladolid,Morocco
81,Yahya Attiat Allah,6,2,318,0,1,2,0,0,,0,0,0,0,98,137,71.5,4,2,4,0,15,0,169,0,2,0,8,3,0,8,0,0,0,0,7,DF,27,ma,Wydad Casablanca,Morocco
82,Achraf Dari,3,2,187,1,0,1,1,1,1,1,0,1,0,99,111,89.2,1,0,7,5,9,0,139,0,0,,2,1,0,0,0,0,0,5,5,DF,23,fr,Brest,Morocco
83,Abdelhamid Sabiri,5,2,181,0,1,3,0,0,,0,0,1,0,45,58,77.6,3,1,3,5,3,0,86,0,3,0,2,3,0,1,0,0,0,2,2,MF,25,it,Sampdoria,Morocco
84,Munir,1,1,90,0,0,0,0,,,0,0,0,0,19,28,67.9,0,0,0,0,0,0,31,0,0,,0,0,0,0,0,0,0,0,1,GK,33,sa,Al-Wehda,Morocco
85,Bilal El Khannous,1,1,55,0,0,0,0,,,0,0,0,0,20,24,83.3,0,0,1,0,2,0,29,0,1,0,0,1,0,0,0,0,0,0,1,MF,18,be,Genk,Morocco
86,Abdessamad Ezzalzouli,3,0,93,0,0,1,0,0,,0,0,0,0,10,13,76.9,3,2,4,0,3,0,40,1,2,50,4,0,0,1,0,0,0,1,2,"FW,MF",20,es,Osasuna,Morocco
87,Zakaria Aboukhlal,4,0,79,1,0,3,2,0.33,0.5,1,0,0,0,7,14,50,1,1,2,1,1,0,26,0,1,0,1,0,2,1,0,0,0,2,0,"FW,MF",22,fr,Toulouse,Morocco
88,Abderrazak Hamdallah,4,0,68,0,0,2,1,0,0,0,0,0,0,8,15,53.3,0,0,0,0,2,0,27,2,3,66.7,3,2,0,0,0,0,0,1,7,FW,31,sa,Al-Ittihad,Morocco
89,Walid Cheddira,2,0,64,0,0,2,1,0,0,0,0,2,1,4,8,50,1,0,0,0,2,0,19,0,1,0,5,0,2,0,0,0,0,2,2,FW,24,it,Bari,Morocco
90,Badr Banoun,3,0,54,0,0,0,0,,,0,0,0,0,21,22,95.5,0,0,1,1,3,0,28,0,0,,2,0,0,0,0,0,0,0,1,DF,28,qa,Qatar SC,Morocco
91,Ilias Chair,1,0,45,0,0,0,0,,,0,0,0,0,13,15,86.7,1,0,0,0,0,0,18,0,1,0,0,0,0,2,0,0,0,0,0,MF,24,eng,QPR,Morocco
92,Anass Zaroury,1,0,27,0,0,0,0,,,0,0,0,0,8,13,61.5,0,0,2,0,0,0,15,1,1,100,0,0,1,3,0,0,0,0,0,FW,21,eng,Burnley,Morocco
93,Yahya Jabrane,2,0,15,0,0,0,0,,,0,0,0,0,,,,,0,,0,,,,,,,0,0,0,0,,,0,,,MF,30,ma,Wydad Casablanca,Morocco
94,Andries Noppert,5,5,480,0,0,0,0,,,0,0,0,0,157,192,81.8,0,0,0,0,4,0,206,0,0,,0,0,0,0,0,0,0,0,0,GK,28,nl,Heerenveen,Netherlands
95,Virgil van Dijk,5,5,480,0,0,3,0,0,,0,0,0,0,311,356,87.4,2,1,8,4,21,0,399,0,0,,5,2,0,0,0,0,0,13,8,DF,30,eng,Liverpool,Netherlands
96,Nathan Aké,5,5,479,0,0,0,0,,,0,0,1,0,315,349,90.3,6,3,3,8,20,0,393,0,2,0,4,6,0,0,0,0,0,10,12,DF,27,eng,Manchester City,Netherlands
97,Denzel Dumfries,5,5,479,1,2,1,1,1,1,1,0,2,1,149,217,68.7,8,5,5,7,6,0,281,0,8,0,17,7,2,8,0,1,0,9,10,DF,26,it,Inter,Netherlands
98,Frenkie de Jong,5,5,475,1,1,2,1,0.5,1,1,0,1,0,323,364,88.7,12,5,6,6,3,0,412,3,6,50,4,6,0,3,0,0,0,8,1,MF,25,es,Barcelona,Netherlands
99,Cody Gakpo,5,5,450,3,0,5,3,0.6,1,3,0,0,0,93,148,62.8,8,2,10,3,6,0,212,5,13,38.5,8,5,3,33,0,0,0,5,5,"FW,MF",23,nl,PSV Eindhoven,Netherlands
100,Daley Blind,5,5,423,1,1,5,2,0.2,0.5,1,0,0,0,252,300,84,14,9,6,5,4,0,341,1,2,50,3,1,0,6,0,0,0,5,7,DF,32,nl,Ajax,Netherlands
101,Jurriën Timber,4,4,390,0,0,0,0,,,0,0,1,0,283,313,90.4,12,6,1,10,13,0,360,4,6,66.7,17,4,0,1,0,0,0,4,3,DF,20,nl,Ajax,Netherlands
102,Memphis,5,3,297,1,0,10,5,0.1,0.2,1,0,1,0,93,123,75.6,1,1,4,1,0,1,167,2,11,18.2,1,5,1,2,0,0,0,2,6,FW,28,es,Barcelona,Netherlands
103,Steven Bergwijn,4,3,213,0,0,2,0,0,,0,0,1,0,64,72,88.9,1,1,2,0,0,0,86,1,4,25,2,4,0,0,0,0,0,0,0,FW,24,nl,Ajax,Netherlands
104,Davy Klaassen,4,3,190,1,2,2,1,0.5,1,1,0,0,0,59,77,76.6,3,2,2,1,2,0,96,0,1,0,1,3,0,2,0,0,0,2,2,"MF,FW",29,nl,Ajax,Netherlands
105,Marten de Roon,5,3,184,0,0,0,0,,,0,0,0,0,97,119,81.5,7,5,4,2,6,0,143,0,0,,3,0,0,0,0,0,0,4,3,MF,31,it,Atalanta,Netherlands
106,Teun Koopmeiners,5,1,219,0,1,2,1,0,0,0,0,1,0,90,119,75.6,10,5,2,4,4,0,147,1,2,50,6,1,0,2,0,0,0,4,3,MF,24,it,Atalanta,Netherlands
107,Steven Berghuis,4,1,200,0,1,5,0,0,,0,0,1,0,97,131,74,2,1,1,0,0,0,145,1,4,25,4,0,0,13,0,0,0,1,2,MF,30,nl,Ajax,Netherlands
108,Matthijs de Ligt,2,1,91,0,0,0,0,,,0,0,1,0,41,45,91.1,0,0,0,0,4,0,49,0,0,,4,1,0,0,0,0,0,5,2,DF,22,de,Bayern Munich,Netherlands
